,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20150713 14:01:56:916,-49,11.8,0.0,0.07,32.963593,-117.064606,0.0,true,3,16,-1.33,195.09,0.93,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:124,-53,11.8,0.0,0.04,32.963593,-117.064606,0.0,true,3,15,-1.33,195.09,0.93,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:199,-46,11.8,0.0,0.05,32.963593,-117.064606,0.0,true,3,15,-1.33,195.09,0.93,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:423,-62,11.8,0.0,0.07,32.963593,-117.064606,0.01,true,3,15,-1.33,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:603,-52,11.8,0.0,0.06,32.963593,-117.064606,0.01,true,3,15,-1.33,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:799,-44,11.8,0.0,0.06,32.963593,-117.064606,0.0,true,3,15,-1.33,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:57:996,-43,11.8,0.0,0.06,32.963593,-117.064606,0.0,true,3,15,-1.33,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:58:097,-40,11.8,0.0,0.04,32.963593,-117.064606,0.0,true,3,15,-1.33,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:58:308,-37,11.8,0.0,0.05,32.963593,-117.064606,0.01,true,3,16,-1.32,195.09,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:58:581,-39,11.8,0.0,0.0,32.963593,-117.064606,0.0,true,3,16,-1.33,195.08,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:58:788,-37,11.8,0.0,0.04,32.963593,-117.064606,0.0,true,3,16,-1.33,195.08,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:58:994,-37,11.8,0.0,0.08,32.963593,-117.064606,0.0,true,3,16,-1.33,195.08,0.92,15,97,1,1,21,16,false,2,0,0.5
20150713 14:01:59:177,-35,11.8,0.0,0.04,32.963593,-117.064606,0.0,true,3,16,-1.34,195.07,0.92,15,97,1,1,21,16,false,2,0,0.45
20150713 14:01:59:384,-39,11.8,0.0,0.06,32.963593,-117.064606,0.0,true,3,16,-1.33,195.08,0.92,15,97,1,1,21,16,false,2,0,0.45
20150713 14:01:59:578,-36,11.8,0.0,0.05,32.963593,-117.064606,0.0,true,3,16,-1.33,195.07,0.92,15,97,1,1,21,16,false,2,0,0.45
20150713 14:01:59:868,-39,11.8,0.0,0.07,32.963593,-117.064606,0.01,true,3,16,-1.33,195.07,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:092,-37,11.8,0.0,0.08,32.963593,-117.064606,0.0,true,3,16,-1.33,195.07,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:257,-39,11.8,0.0,0.11,32.963593,-117.064606,0.0,true,3,16,-1.33,195.06,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:462,-37,11.8,0.0,0.06,32.963593,-117.064606,0.014142135,true,3,16,-1.32,195.07,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:658,-37,11.8,0.0,0.07,32.963593,-117.064606,0.01,true,3,16,-1.33,195.07,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:757,-37,11.8,0.0,0.06,32.963593,-117.064606,0.0,true,3,16,-1.33,195.07,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:00:953,-37,11.8,0.0,0.05,32.963593,-117.064606,0.01,true,3,16,-1.32,195.06,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:108,-37,11.8,0.0,0.07,32.963593,-117.064606,0.01,true,3,16,-1.32,195.06,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:231,-37,11.8,0.0,0.04,32.963593,-117.064606,0.01,true,3,16,-1.32,195.06,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:436,-36,11.8,0.0,0.02,32.963593,-117.064606,0.0,true,3,16,-1.32,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:635,-39,11.8,0.0,0.03,32.963593,-117.064606,0.0,true,3,16,-1.33,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:835,-36,11.8,0.0,-0.02,32.963593,-117.064606,0.01,true,3,16,-1.33,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:01:936,-38,11.8,0.0,-0.01,32.963593,-117.064606,0.014142135,true,3,16,-1.33,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:02:034,-40,11.8,0.0,0.0,32.963593,-117.064606,0.014142135,true,3,16,-1.32,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:02:232,-39,11.8,0.0,-0.03,32.963593,-117.064606,0.01,true,3,16,-1.33,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:02:319,-40,11.8,0.0,-0.04,32.963593,-117.064606,2.55,true,3,16,-1.33,195.06,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:07:306,-38,11.8,0.0,0.0,32.963593,-117.064606,0.0,true,3,16,-1.31,195.04001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:07:562,-39,11.8,0.0,0.03,32.963593,-117.064606,0.01,true,3,16,-1.31,195.03,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:07:734,-35,11.8,0.0,0.03,32.963593,-117.064606,0.01,true,3,15,-1.31,195.03,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:07:933,-35,11.8,0.0,0.09,32.963593,-117.064606,0.01,true,3,15,-1.32,195.03,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:08:131,-29,11.8,0.0,0.07,32.963593,-117.064606,0.0,true,3,15,-1.32,195.03,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:08:331,-34,11.8,0.0,0.06,32.963593,-117.064606,0.01,true,3,15,-1.32,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:08:533,-31,11.8,0.0,0.07,32.963593,-117.064606,0.0,true,3,15,-1.33,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:08:817,-34,11.8,0.0,0.05,32.963593,-117.064606,0.014142135,true,3,15,-1.33,195.01999,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:09:020,-31,11.8,0.0,0.08,32.963593,-117.064606,0.014142135,true,3,15,-1.32,195.03,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:09:223,-33,11.8,0.0,0.07,32.963593,-117.064606,0.01,true,3,15,-1.32,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:09:423,-41,11.8,0.0,0.0,32.963593,-117.064606,0.0,true,3,15,-1.32,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:09:616,-43,11.8,0.0,0.02,32.963593,-117.064606,0.014142135,true,3,15,-1.32,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:09:825,-42,11.8,0.0,0.01,32.963593,-117.064606,0.0,true,3,15,-1.33,195.01999,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:10:126,-39,11.8,0.0,-0.01,32.963593,-117.064606,0.01,true,3,15,-1.33,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:10:306,-42,11.8,0.0,0.0,32.963593,-117.064606,0.014142135,true,3,16,-1.32,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:10:518,-39,11.8,0.0,0.0,32.963593,-117.064606,0.014142135,true,3,16,-1.32,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:10:738,-50,11.8,0.0,0.01,32.963593,-117.064606,0.014142135,true,3,16,-1.32,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:10:909,-54,11.8,0.0,-0.01,32.963593,-117.064606,0.0,true,3,16,-1.32,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:11:103,-58,11.8,0.0,0.01,32.963593,-117.064606,0.01,true,3,16,-1.33,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:11:387,-61,11.8,0.0,0.0,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:11:610,-52,11.8,0.0,0.03,32.963593,-117.06459,0.02,true,3,15,-1.34,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:11:800,-48,11.8,0.0,0.06,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:11:985,-45,11.8,0.0,0.03,32.963593,-117.06459,0.0,true,3,16,-1.35,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:12:179,-48,11.8,0.0,0.05,32.963593,-117.06459,0.014142135,true,3,16,-1.35,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:12:395,-61,11.8,0.0,0.05,32.963593,-117.06459,0.01,true,3,16,-1.35,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:12:662,-45,11.8,0.0,0.09,32.963593,-117.06459,0.01,true,3,16,-1.35,195.01001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:12:863,-51,11.8,0.0,0.09,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:13:069,-45,11.8,0.0,0.09,32.963593,-117.06459,0.022360679,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:13:267,-48,11.8,0.0,0.07,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:13:468,-55,11.8,0.0,0.08,32.963593,-117.06459,0.014142135,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:13:662,-49,11.8,0.0,0.08,32.963593,-117.06459,0.0,true,3,15,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:13:964,-47,11.8,0.0,0.13,32.963593,-117.06459,0.0,true,3,16,-1.33,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:14:149,-47,11.8,0.0,0.14,32.963593,-117.06459,0.01,true,3,16,-1.33,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:14:342,-49,11.8,0.0,0.18,32.963593,-117.06459,0.01,true,3,16,-1.33,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:14:570,-44,11.8,0.0,0.13,32.963593,-117.06459,0.0,true,3,16,-1.33,195.01001,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:14:748,-54,11.8,0.0,0.1,32.963593,-117.06459,0.01,true,3,16,-1.34,195.01001,0.92,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:14:944,-49,11.8,0.0,0.13,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:15:224,-47,11.8,0.0,0.11,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:15:532,-52,11.8,0.0,0.12,32.963593,-117.06459,0.0,true,3,15,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:15:760,-58,11.8,0.0,0.13,32.963593,-117.06459,0.01,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:15:918,-54,11.8,0.0,0.12,32.963593,-117.06459,0.0,true,3,16,-1.34,195.01001,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:16:123,-61,11.8,0.0,0.13,32.963593,-117.06459,0.0,true,3,16,-1.34,195.0,0.91,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:16:329,-54,11.8,0.0,0.1,32.963593,-117.06459,0.01,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:16:415,-64,11.8,0.0,0.09,32.963593,-117.06459,0.01,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:16:605,-57,11.8,0.0,0.12,32.963593,-117.06459,0.0,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:16:808,-50,11.8,0.0,0.11,32.963593,-117.06459,0.01,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:008,-45,11.8,0.0,0.08,32.963593,-117.06459,0.014142135,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:249,-46,11.8,0.0,0.03,32.963593,-117.06459,0.01,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:445,-49,11.8,0.0,0.05,32.963593,-117.06459,0.01,true,3,16,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:615,-45,11.8,0.0,0.04,32.963593,-117.06459,0.0,true,3,15,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:690,-51,11.8,0.0,0.05,32.963593,-117.06459,0.0,true,3,15,-1.34,195.0,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:17:892,-45,11.8,0.0,0.04,32.963593,-117.06459,0.0,true,3,15,-1.34,195.0,0.89,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:085,-45,11.8,0.0,0.05,32.963593,-117.06459,0.01,true,3,15,-1.33,194.98999,0.89,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:287,-42,11.8,0.0,0.05,32.963593,-117.06459,0.0,true,3,15,-1.33,194.98999,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:492,-44,11.8,0.0,0.06,32.963593,-117.06459,0.01,true,3,15,-1.33,194.98999,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:681,-50,11.8,0.0,0.06,32.963593,-117.06459,0.0,true,3,15,-1.33,194.98999,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:885,-43,11.8,0.0,0.07,32.963593,-117.06459,0.0,true,3,15,-1.33,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:18:967,-55,11.8,0.0,0.09,32.963593,-117.06459,0.0,true,3,15,-1.33,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.45
20150713 14:02:19:174,-45,11.8,0.0,0.07,32.963593,-117.06459,0.0,true,3,15,-1.34,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:19:364,-53,11.8,0.0,0.05,32.963593,-117.06459,0.01,true,3,15,-1.34,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:19:566,-45,11.8,0.0,0.05,32.963593,-117.06459,0.0,true,3,15,-1.33,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:19:771,-55,11.8,0.0,0.05,32.963593,-117.06459,0.01,true,3,15,-1.33,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:19:964,-49,11.8,0.0,0.04,32.963593,-117.06459,0.01,true,3,15,-1.34,194.98001,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:20:165,-49,11.8,0.0,0.04,32.963593,-117.06459,0.02,true,3,15,-1.33,194.97,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:20:271,-47,11.8,0.0,0.06,32.963593,-117.06459,0.02,true,3,15,-1.33,194.97,0.89,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:20:452,-44,11.8,0.0,0.05,32.963593,-117.06459,0.014142135,true,3,15,-1.33,194.97,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:20:656,-45,11.8,0.0,0.03,32.963593,-117.06459,0.0,true,3,15,-1.33,194.95999,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:20:851,-58,11.8,0.0,0.04,32.963596,-117.06459,0.0,true,3,15,-1.32,194.95999,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:044,-60,11.8,0.0,0.04,32.963596,-117.06459,0.01,true,3,15,-1.33,194.95,0.9,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:252,-60,11.8,0.0,0.05,32.963596,-117.06459,0.01,true,3,15,-1.32,194.95,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:448,-54,11.8,0.0,0.05,32.963596,-117.06459,0.01,true,3,15,-1.33,194.94,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:589,-57,11.8,0.0,0.07,32.963596,-117.06459,2.5500195,true,3,15,-1.33,194.94,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:734,-60,11.8,0.0,0.04,32.963596,-117.06459,2.5500195,true,3,15,-1.33,194.94,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:21:923,-58,11.8,0.0,0.07,32.963596,-117.06459,0.0,true,3,15,-1.33,194.94,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:22:138,-60,11.8,0.0,0.07,32.963596,-117.06459,0.0,true,3,15,-1.33,194.93,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:22:321,-61,11.8,0.0,0.04,32.963596,-117.06459,0.01,true,3,15,-1.33,194.93,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:22:547,-63,11.8,0.0,0.02,32.963596,-117.06459,0.01,true,3,15,-1.33,194.93,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:22:737,-63,11.8,0.0,-0.01,32.963596,-117.06459,0.01,true,3,15,-1.32,194.93,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:22:808,-54,11.8,0.0,0.0,32.963596,-117.06459,0.01,true,3,15,-1.32,194.93,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:23:003,-55,11.8,0.0,-0.03,32.963596,-117.06459,0.014142135,true,3,15,-1.32,194.92,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:23:208,-49,11.8,0.0,-0.05,32.963596,-117.06459,0.0,true,3,15,-1.32,194.92,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:23:403,-47,11.8,0.0,-0.01,32.963596,-117.06459,0.014142135,true,3,15,-1.32,194.91,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:23:608,-42,11.8,0.0,-0.01,32.963596,-117.06459,0.01,true,3,15,-1.32,194.9,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:23:808,-61,11.8,0.0,-0.03,32.963596,-117.06459,0.0,true,3,16,-1.32,194.9,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:033,-37,11.8,0.0,-0.02,32.963596,-117.06459,0.014142135,true,3,16,-1.31,194.89,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:145,-43,11.8,0.0,0.0,32.963596,-117.06459,0.014142135,true,3,16,-1.31,194.89,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:301,-41,11.8,0.0,0.04,32.963596,-117.06459,0.01,true,3,16,-1.31,194.88,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:536,-42,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.88,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:687,-39,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.87,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:24:881,-39,11.8,0.0,0.02,32.963596,-117.06459,0.0,true,3,16,-1.31,194.87,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:083,-34,11.8,0.0,0.0,32.963596,-117.06459,0.014142135,true,3,16,-1.31,194.87,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:301,-36,11.8,0.0,0.02,32.963596,-117.06459,0.01,true,3,16,-1.31,194.86,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:372,-33,11.8,0.0,0.02,32.963596,-117.06459,0.0,true,3,16,-1.31,194.86,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:576,-36,11.8,0.0,0.01,32.963596,-117.06459,0.0,true,3,16,-1.31,194.85,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:774,-37,11.8,0.0,0.0,32.963596,-117.06459,0.01,true,3,16,-1.31,194.85,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:25:962,-34,11.8,0.0,0.01,32.963596,-117.06459,0.014142135,true,3,16,-1.31,194.85,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:26:163,-37,11.8,0.0,0.01,32.963596,-117.06459,0.0,true,3,16,-1.31,194.84,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:26:384,-33,11.8,0.0,0.02,32.963596,-117.06459,0.0,true,3,16,-1.31,194.84,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:26:569,-37,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.83,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:26:657,-33,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.82,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:26:845,-36,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.82,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:048,-37,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.81,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:257,-34,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.81,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:468,-37,11.8,0.0,-0.02,32.963596,-117.06459,0.01,true,3,16,-1.31,194.8,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:646,-34,11.8,0.0,-0.02,32.963596,-117.06459,0.01,true,3,16,-1.31,194.79001,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:847,-36,11.8,0.0,0.01,32.963596,-117.06459,0.01,true,3,16,-1.31,194.78,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:27:924,-34,11.8,0.0,0.01,32.963596,-117.06459,2.56,true,3,16,-1.31,194.78,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:28:123,-36,11.8,0.0,0.0,32.963596,-117.06459,2.55,true,3,16,-1.31,194.76999,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:28:343,-37,11.8,0.0,0.01,32.963596,-117.06459,0.0,true,3,16,-1.31,194.76999,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:28:545,-35,11.8,0.0,0.0,32.963596,-117.06459,0.0,true,3,16,-1.31,194.76001,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:28:742,-37,11.8,0.0,-0.01,32.963596,-117.06459,0.01,true,3,16,-1.31,194.76001,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:28:923,-35,11.8,0.0,0.01,32.963596,-117.06459,0.01,true,3,16,-1.31,194.75,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:29:127,-37,11.8,0.0,0.02,32.963596,-117.06459,0.0,true,3,16,-1.31,194.73999,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:29:214,-35,11.8,0.0,0.03,32.963596,-117.06459,0.0,true,3,16,-1.31,194.73999,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:29:410,-38,11.8,0.0,0.09,32.963596,-117.06459,0.0,true,3,16,-1.31,194.73001,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:29:611,-39,11.8,0.0,0.09,32.963596,-117.06459,0.0,true,3,15,-1.31,194.72,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:29:811,-37,11.8,0.0,0.07,32.963596,-117.06459,0.01,true,3,16,-1.31,194.72,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:008,-40,11.8,0.0,0.04,32.963596,-117.06459,0.0,true,3,16,-1.31,194.72,0.91,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:212,-37,11.8,0.0,0.04,32.963596,-117.06459,0.0,true,3,16,-1.32,194.70999,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:421,-41,11.8,0.0,0.06,32.963596,-117.06459,0.01,true,3,16,-1.32,194.70999,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:531,-37,11.8,0.0,0.06,32.963596,-117.06459,0.01,true,3,16,-1.32,194.7,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:707,-42,11.8,0.0,0.05,32.963596,-117.06459,0.01,true,3,16,-1.32,194.7,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:30:887,-43,11.8,0.0,0.06,32.963596,-117.06459,0.0,true,3,16,-1.32,194.69,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:093,-39,11.8,0.0,0.06,32.963596,-117.06459,0.01,true,3,16,-1.31,194.69,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:290,-42,11.8,0.0,0.09,32.963596,-117.06459,0.01,true,3,16,-1.31,194.68,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:542,-38,11.8,0.0,0.11,32.963596,-117.06459,0.0,true,3,16,-1.31,194.67,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:693,-43,11.8,0.0,0.11,32.963596,-117.06459,0.0,true,3,15,-1.31,194.67,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:775,-37,11.8,0.0,0.09,32.963596,-117.06459,0.0,true,3,16,-1.31,194.66,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:31:967,-43,11.8,0.0,0.09,32.963596,-117.06459,0.01,true,3,16,-1.32,194.65,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:32:166,-43,11.8,0.0,0.07,32.963596,-117.06459,0.014142135,true,3,16,-1.32,194.65,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:32:365,-39,11.8,0.0,0.06,32.963596,-117.06459,0.0,true,3,16,-1.32,194.65,0.93,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:32:567,-42,11.8,0.0,0.03,32.963596,-117.06459,0.0,true,3,16,-1.32,194.64,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:32:766,-37,11.8,0.0,0.04,32.963596,-117.06459,0.01,true,3,16,-1.32,194.64,0.92,15,225,1,3,21,16,false,2,0,0.4
20150713 14:02:32:975,-37,11.8,0.0,0.07,32.963596,-117.06459,0.0,true,3,16,-1.32,194.63,0.92,15,225,1,3,21,16,false,2,0,0.4
